ImageName,VietnameseName,Price
003.jpeg,HÀU NƯỚNG MỠ HÀNH,55000
003.jpeg,XÌA NƯỚNG,55000
003.jpeg,SÒ ĐIỆP NƯỚNG,55000
003.jpeg,ỐC BƯƠU NƯỚNG TIÊU XANH,59000
003.jpeg,BA CHỈ NƯỚNG,65000
003.jpeg,BẸ SỮA NƯỚNG,69000
003.jpeg,TÔM NƯỚNG,69000
003.jpeg,BẠCH TUỘC NƯỚNG,69000
003.jpeg,BÒ NƯỚNG CAY,69000
003.jpeg,BÒ NƯỚNG LÁ LỐT,69000
003.jpeg,BÒ CUỘN NẤM KIM CHÂM,79000
004.jpeg,LÒNG CHIÊN MẮM,49000
004.jpeg,LÒNG XÀO NGHỆ,49000
004.jpeg,XÌA HẤP SẢ,55000
004.jpeg,XÌA HẤP THÁI,55000
004.jpeg,ẾCH XÀO SẢ ỚT,55000
004.jpeg,ẾCH RANG LÁ CHANH,59000
004.jpeg,ẾCH RANG MUỐI,59000
004.jpeg,ẾCH CHIÊN MẮM,59000
004.jpeg,ẾCH CHIÊN BƠ,59000
004.jpeg,SỤN RANG MUỐI ,59000
004.jpeg,SỤN CHIÊN MẮM,59000
004.jpeg,CÁNH GÀ RANG MUỐI,59000
004.jpeg,CÁNH GÀ CHIÊN MẮM,59000
004.jpeg,CÁNH GÀ CHIÊN BƠ,59000
004.jpeg,ỐC BƯƠU HẤP SẢ,59000
004.jpeg,ỐC BƯƠU XÀO SẢ,59000
004.jpeg,ỐC BƯƠU UM TIÊU,59000
004.jpeg,ỐC MÓNG TAY XÀO SẢ,59000
004.jpeg,ỐC MÓNG TAY XÀO BƠ TỎI,59000
004.jpeg,ỐC MÓNG TAY XÀO RAU MUỐNG,59000
004.jpeg,LƯỠI VỊT RANG MUỐI,69000
004.jpeg,LƯỠI VỊT CHIÊN MẮM,69000
004.jpeg,CÀ NA RANG MUỐI,69000
004.jpeg,CÀ NA HẤP SẢ,69000
004.jpeg,CÀ NA XÀO SẢ,69000
004.jpeg,CÀ NA XÀO BƠ TỎI,69000
004.jpeg,CHÂN GÀ SỐT CÔ BA,69000
004.jpeg,CHÂN GÀ RANG MUỐI,69000
008.jpeg,LƯỜN NGỖNG XÔNG KHÓI,79000
008.jpeg,TÔM HẤP,79000
008.jpeg,TÔM XÀO BƠ TỎI,79000
008.jpeg,TÔM RANG ME ,79000
008.jpeg,TÔM RANG MUỐI,79000
008.jpeg,MỰC HẤP,79000
008.jpeg,MỰC CHIÊN MẮM,79000
008.jpeg,MỰC SỐT SA TẾ,79000
008.jpeg,BẠCH TUỘC SỐT CÔ BA,79000
008.jpeg,BẠCH TUỘC SỐT SA TẾ,79000
008.jpeg,BẠCH TUỘC LẮC ỚT TẮC,79000
008.jpeg,BÒ TƠ HẤP SẢ,79000
008.jpeg,BÒ TƠ XÀO LÀ TỐT,79000
008.jpeg,BÒ TƠ XÀO LĂN,79000
008.jpeg,BÒ TƠ XÀO NÉN,79000
008.jpeg,BÒ TƠ XÀO SẢ ỚT,79000
008.jpeg,BẮP BÒ SỐT TIÊU XANH,85000
008.jpeg,BẮP BÒ XÀO SA TẾ,85000
008.jpeg,BÒ LÚC LẮC,85000
008.jpeg,TRỨNG NON CHÁY TỎI,85000
008.jpeg,CÀNG GHẸ RANG MUỐI,89000
008.jpeg,CÀNG GHẸ RANG ME,89000
008.jpeg,ỐC HƯƠNG HẤP,99000
008.jpeg,ỐC HƯƠNG XÀO SẢ,99000
008.jpeg,ỐC HƯƠNG BƠ TỎI,99000
008.jpeg,ỐC HƯƠNG RANG MUỐI,99000
008.jpeg,ỐC HƯƠNG XÀO ME,99000
009.jpeg,MỰC CƠM CHIÊN MẮM,120000
009.jpeg,MỰC CƠM CHIÊN TỎI,120000
009.jpeg,MỰC CƠM HẤP,120000
009.jpeg,MỰC CƠM NƯỚNG MUỐI ỚT,120000
009.jpeg,MỰC NANG CHIÊN MẮM,120000
009.jpeg,MỰC NANG CHIÊN TỎI,120000
009.jpeg,MỰC NANG HẤP,120000
009.jpeg,MỰC NANG XÀO CHUA NGỌT,120000
009.jpeg,MỰC ỐNG NƯỚNG MỌI,120000
009.jpeg,MỰC ỐNG CHIÊN TỎI,120000
009.jpeg,MỰC ỐNG CHIÊN XÙ,120000
009.jpeg,MỰC ỐNG HẤP HÀNH GỪNG,120000
009.jpeg,MỰC ỐNG NHÚNG DỪA,240000
009.jpeg,MỰC ỐNG NƯỚNG MUỐI ỚT,120000
009.jpeg,MỰC ỐNG XÀO CHUA NGỌT,125000
009.jpeg,KHÔ MỰC NƯỚNG,105000
009.jpeg,MỰC 1 NẮNG NƯỚNG,155000
009.jpeg,MỰC KHÔ CHIÊN MẮM,105000
009.jpeg,BẠCH TUỘC HẤP,NOT GIVEN
009.jpeg,BẠCH TUỘC NƯỚNG,NOT GIVEN
011.jpeg,CÁ BÒ DA NƯỚNG,290000
011.jpeg,CÁ CƠM 1 NẮNG CHIÊN MẮM,75000
011.jpeg,CÁ RÔ BÍ CHIÊN GIÒN,80000
011.jpeg,CÁ SƠN NƯỚNG,290000
011.jpeg,LƯƠN NƯỚNG ỐNG TRE,95000
011.jpeg,LƯƠN UM,100000
011.jpeg,LƯƠN XÀO LĂN,95000
011.jpeg,LƯƠN XÀO MIẾN,105000
011.jpeg,LƯƠN XÀO XẢ ỚT,95000
011.jpeg,MIẾN XÀO LƯƠN,120000
011.jpeg,CHÌNH BIỂN NƯỚNG,380000
011.jpeg,CHÌNH MUN NẤU CHUỐI ĐẬU,NOT GIVEN
011.jpeg,CHÌNH MUN NƯỚNG MUỐI ỚT,NOT GIVEN
011.jpeg,CHÌNH MUN RANG MUỐI,NOT GIVEN
011.jpeg,CHÌNH MUN UM HOA CHUỐI,NOT GIVEN
015.jpeg,CHÁO BÒ BẰM,70000
015.jpeg,CHÁO CÁ BÓP,135000
015.jpeg,CHÁO CÁ LÓC,125000
015.jpeg,CHÁO GÀ,270000
015.jpeg,CHÁO LƯƠN,95000
015.jpeg,CHÁO HẢI SẢN,80000
015.jpeg,CHÁO HÀU,80000
015.jpeg,CHÁO THẬP CẨM,80000
015.jpeg,CHÁO TÔM,80000
015.jpeg,CHÁO TRẮNG CÁ CƠM KHO,80000
015.jpeg,CƠM CHIÊN CÁ MẶN,80000
015.jpeg,CƠM CHIÊN DƯƠNG CHÂU,80000
015.jpeg,CƠM CHIÊN HẢI SẢN,80000
015.jpeg,CƠM CHIÊN THẬP CẨM,80000
015.jpeg,CƠM CHIÊN TÔM,80000
015.jpeg,CƠM CHIÊN TRỨNG,55000
015.jpeg,CƠM CHIÊN MUỐI ỚT,55000
015.jpeg,CƠM CHIÊN TỎI,55000
015.jpeg,BÚN SÓNG THẦN XÀO HẢI SẢN,160000
015.jpeg,BÚN SÓNG THẦN XÀO LÒNG GÀ,120000
015.jpeg,BÚN SÓNG THẦN XÀO NẤM THỊT BÒ,160000
015.jpeg,MÌ XÀO BÊ,80000
015.jpeg,MÌ XÀO BÒ,80000
015.jpeg,MÌ XÀO CẢI,55000
015.jpeg,MÌ XÀO HẢI SẢN,85000
015.jpeg,MÌ XÀO THẬP CẨM,85000
015.jpeg,MÌ XÀO TÔM,85000
016.jpeg,ĐUÔI BÒ HẦM BÍ ĐỎ,280000
016.jpeg,GÂN PÍN BÒ THÊM,70000
016.jpeg,GÂN BÒ PÍN BÒ HẦM THUỐC BẮC,180000
016.jpeg,GÂN BÒ HẦM NGŨ QUẢ,180000
016.jpeg,GÂN BÒ HẤP XẢ,100000
016.jpeg,GÂN BÍN BÒ XÀO NẤM,180000
016.jpeg,NGỌC DƯƠNG TIÊM BÍ ĐỎ,750000
016.jpeg,NGỌC DƯƠNG TIÊM THUỐC BẮC,750000
016.jpeg,NGỌC KÊ HẤP HÀNH,220000
016.jpeg,NGỌC KÊ XÀO NẤM,220000
016.jpeg,NGỌC KÊ BÍN BÒ XÀO NẤM,220000
033.jpeg,BÁNH TRÁNG TRỨNG,12000
033.jpeg,PHÁ LẤU SÀI GÒN,23000
033.jpeg,GỎI BÒ KHÔ,15000
033.jpeg,TRỨNG TAN,4000
033.jpeg,TRỨNG CÚT LỘN,14000
033.jpeg,TRỨNG VỊT LỘN,7000
033.jpeg,NƯỚC ĐẬU SƯƠNG SÁO,8000 - 10000
033.jpeg,RAU MÁ MIX,10000
033.jpeg,TRÀ BÍ ĐAO HẠT CHIA,10000
033.jpeg,NƯỚC ÉP CÁC LOẠI ,10000 - 12000
033.jpeg,NƯỚC NGỌT CÁC LOẠI,4000 - 5000
